"After the way I beat Gov. Scott Walker (and Jeb, Rand, Marco and all others) in the Presidential Primaries, no way he would ever endorse me!","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/714591260791713792",,
"After the way I beat Gov. Scott Walker (and Jeb, Rand, Marco and all others) in the Presidential Primaries, no way he would ever endorse me!","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/714591260791713792",,
"After today, Crooked Hillary can officially be called Lyin' Crooked Hillary.","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/751232353129955328",,
"After today, Crooked Hillary can officially be called Lyin' Crooked Hillary.","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/751232353129955328",,
"After @TrumpScotland, I will visit @TrumpDoonbeg in Ireland, the magnificent resort fronting on the Atlantic Ocean.","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/738576553508929536",,
"After @TrumpScotland, I will visit @TrumpDoonbeg in Ireland, the magnificent resort fronting on the Atlantic Ocean.","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/738576553508929536",,
"After @TrumpTurnberry I will be visiting Aberdeen, the oil capital of Europe, to see my great club, @TrumpScotland.","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/738576209726955524",,
"After @TrumpTurnberry I will be visiting Aberdeen, the oil capital of Europe, to see my great club, @TrumpScotland.","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/738576209726955524",,
"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/830764596235485188",,
"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/830764596235485188",,
"Again, the story that there was collusion between the Russians &amp; Trump campaign was fabricated by Dems as an excuse for losing the election.","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/862998775731818496",,
"Again, the story that there was collusion between the Russians &amp; Trump campaign was fabricated by Dems as an excuse for losing the election.","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/862998775731818496",,
"""@agentvf: New Jersey Man Joseph Hornick Willing to Go to Jail for Flying Trump Flag - Breitbart https://t.co/zky3vlOJu4  @Q102Philly""","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/719125225728827396",,
"""@agentvf: New Jersey Man Joseph Hornick Willing to Go to Jail for Flying Trump Flag - Breitbart https://t.co/zky3vlOJu4  @Q102Philly""","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/719125225728827396",,
"A.G. Lynch made law enforcement decisions for political purposes...gave Hillary Clinton a free pass and protection. Totally illegal!","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/874608587473080320",,
"A.G. Lynch made law enforcement decisions for political purposes...gave Hillary Clinton a free pass and protection. Totally illegal!","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/874608587473080320",,
"A great afternoon in Tampa, Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/768561716149915648",,
"A great afternoon in Tampa, Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/768561716149915648",,
"A great American, Kurt Cochran, was killed in the London terror attack. My prayers and condolences are with his family and friends.","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/844930836663357440",,
"A great American, Kurt Cochran, was killed in the London terror attack. My prayers and condolences are with his family and friends.","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/844930836663357440",,
"A great book for your reading enjoyment: ""REASONS TO VOTE FOR DEMOCRATS"" by Michael J. Knowles.","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/853944453538750464",,
"A great book for your reading enjoyment: ""REASONS TO VOTE FOR DEMOCRATS"" by Michael J. Knowles.","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/853944453538750464",,
"A great day at the White House!","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/892147656319004672",,
"A great day at the White House!","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/892147656319004672",,
"A great day in New Hampshire and Maine. Fantastic crowds and energy! #MAGA","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/787443714239164416",,
"A great day in New Hampshire and Maine. Fantastic crowds and energy! #MAGA","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/787443714239164416",,
"A GREAT DAY IN WISCONSIN!
""A great day in Wisconsin, many stops, many great people! Melania is joining me on Monday. Big crowds. MAKE AMERICA GREAT AGAIN!","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/716826069777645568",,
"A great day in Wisconsin, many stops, many great people! Melania is joining me on Monday. Big crowds. MAKE AMERICA GREAT AGAIN!","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/716826069777645568",,
"A great great honor to welcome &amp; recognize the National Teacher of the Year, as well as the Teacher of the Year fro… https://t.co/pUGl7RDoVX","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/857360510534209536",,
"A great great honor to welcome &amp; recognize the National Teacher of the Year, as well as the Teacher of the Year fro… https://t.co/pUGl7RDoVX","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/857360510534209536",,
"A great honor to host and welcome leaders from around America to the @WhiteHouse Infrastructure Summit.… https://t.co/5f6cN3HboQ","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/873250570508922880",,
"A great honor to host and welcome leaders from around America to the @WhiteHouse Infrastructure Summit.… https://t.co/5f6cN3HboQ","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/873250570508922880",,
"A great honor to host PM Paolo Gentiloni of Italy at the White House this afternoon! #ICYMI- Joint Press Conference… https://t.co/lJAvEZJV1F","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/855172998747348998",,
"A great honor to host PM Paolo Gentiloni of Italy at the White House this afternoon! #ICYMI- Joint Press Conference… https://t.co/lJAvEZJV1F","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/855172998747348998",,
"A great honor to host the @SuperBowl Champion New England @Patriots at the White House today. Congratulations!… https://t.co/tQ5XEPaIxn","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/854870777287634944",,
"A great honor to host the @SuperBowl Champion New England @Patriots at the White House today. Congratulations!… https://t.co/tQ5XEPaIxn","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/854870777287634944",,
"A great honor to visit the 9/11 Memorial Museum with my wife, @MELANIATRUMP, today. #NewYorkValues https://t.co/eKCEWRD0Ro","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/718913705111613440",,
"A great honor to visit the 9/11 Memorial Museum with my wife, @MELANIATRUMP, today. #NewYorkValues https://t.co/eKCEWRD0Ro","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/718913705111613440",,
"A great honor to welcome President Juan Manuel Santos of Colombia to the White House today!🇺🇸🇨🇴
""A great new book has been written about Crooked Hillary. Read it &amp; you will never be able to vote for her. @Ed_Klein https://t.co/ujDwSSFhbx","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/735117032060899328",,
"A great new book has been written about Crooked Hillary. Read it &amp; you will never be able to vote for her. @Ed_Klein https://t.co/ujDwSSFhbx","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/735117032060899328",,
"A great night in Fayetteville, North Carolina. Thank you! #ICYMI watch here: https://t.co/ZAuTgxKPpb https://t.co/EF9xRWmciA","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/806340792247795715",,
