
 
"
08"
"On #VeteransDay, we recognize the sacrifice and service of millions of Americans. We are proud that more than 5,000… https://t.co/BSsQ9atmT9","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1193885308812697601"
"On #VeteransDay, we recognize the sacrifice and service of millions of Americans. We are proud that more than 5,000… https://t.co/BSsQ9atmT9","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1193885308812697601"
"On #WhiteWednesday, we remember #blue_girl and commend FIFA for standing with Iranian women. When the international… https://t.co/kwTr8BRyoB","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1176994260798902272"
"On #WhiteWednesday, we remember #blue_girl and commend FIFA for standing with Iranian women. When the international… https://t.co/kwTr8BRyoB","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1176994260798902272"
"On #WorldAIDSDay, we reaffirm our commitment to end the HIV epidemic, community by community. As we remember all th… https://t.co/z1skHRkUVh","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1201131862216851457"
"On #WorldAIDSDay, we reaffirm our commitment to end the HIV epidemic, community by community. As we remember all th… https://t.co/z1skHRkUVh","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1201131862216851457"
"On #WorldHumanitarianDay we highlight the courageous women who deliver life-saving assistance to those in need in s… https://t.co/33eL2fvlki","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1163542558443790336"
"On #WorldHumanitarianDay we highlight the courageous women who deliver life-saving assistance to those in need in s… https://t.co/33eL2fvlki","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1163542558443790336"
"On #WorldHumanitarianDay we highlight the courageous women who deliver life-saving assistance to those in need in s… https://t.co/ZeWPwMXm6G","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1163539967743799297"
"On #WorldHumanitarianDay we highlight the courageous women who deliver life-saving assistance to those in need in s… https://t.co/ZeWPwMXm6G","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1163539967743799297"
"On #WorldMalariaDay, we underscore our commitment to fighting one of the world’s deadliest diseases. Through increa… https://t.co/IhQrnPJPr5","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1254033544147603457"
"On #WorldMalariaDay, we underscore our commitment to fighting one of the world’s deadliest diseases. Through increa… https://t.co/IhQrnPJPr5","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1254033544147603457"
"On #WorldRefugeeDay, we recognize the nearly 80 million forcibly displaced persons around the world. The United Sta… https://t.co/sbA3OFMYg6","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1274343468714864643"
"On #WorldRefugeeDay, we recognize the nearly 80 million forcibly displaced persons around the world. The United Sta… https://t.co/sbA3OFMYg6","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1274343468714864643"
"On #WPFD2020, we honor the indispensable role a #FreePress plays in sustaining democracy. Especially during the… https://t.co/LOXidXI3M7","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1256883190016495616"
"On #WPFD2020, we honor the indispensable role a #FreePress plays in sustaining democracy. Especially during the… https://t.co/LOXidXI3M7","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1256883190016495616"
"On Yom HaShoah, 75 years after the U.S. and our allies liberated the Nazi concentration camps, I join the nation in… https://t.co/FE2mcEywiU","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1252317032990867456"
"On Yom HaShoah, 75 years after the U.S. and our allies liberated the Nazi concentration camps, I join the nation in… https://t.co/FE2mcEywiU","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1252317032990867456"
"Ordered departure issued for family members of USG personnel at US Consulate Adana, family members of USG civilians in Izmir + Mugla.","http://web.archive.org/*/https://twitter.com/statedeptspox/status/714864647963160576"
"Ordered departure issued for family members of USG personnel at US Consulate Adana, family members of USG civilians in Izmir + Mugla.","http://web.archive.org/*/http://twitter.com/statedeptspox/status/714864647963160576"
".@OSCE_SMM Chief Monitor Apakan also briefed the #UNSC on the critical work of #OSCE monitors, who report on the co… https://t.co/sbYsWyB6ZB","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1001572012316332033"
".@OSCE_SMM Chief Monitor Apakan also briefed the #UNSC on the critical work of #OSCE monitors, who report on the co… https://t.co/sbYsWyB6ZB","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1001572012316332033"
".@OSCE_SMM conflict monitors spotted four new Russian electronic warfare systems in eastern #Ukraine -- more eviden… https://t.co/SQkYNoWjDt","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1029737424644136961"
".@OSCE_SMM conflict monitors spotted four new Russian electronic warfare systems in eastern #Ukraine -- more eviden… https://t.co/SQkYNoWjDt","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1029737424644136961"
"Our deepest condolences to our friend and ally #Japan for the damage and loss of life caused by Typhoon #Hagibis. W… https://t.co/dWfI937MAv","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1184604984853352449"
"Our deepest condolences to our friend and ally #Japan for the damage and loss of life caused by Typhoon #Hagibis. W… https://t.co/dWfI937MAv","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1184604984853352449"
"Our delegation to this week’s @APECChile2019, led by @USAsiaPacific Deputy Assistant Secretary Oudkirk, is advancin… https://t.co/Jk6C5gTXDy","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1166082964251467776"
"Our delegation to this week’s @APECChile2019, led by @USAsiaPacific Deputy Assistant Secretary Oudkirk, is advancin… https://t.co/Jk6C5gTXDy","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1166082964251467776"
"Our @ECAatState alumni never cease to amaze me! Great job getting this important information out about #COVID19, Bo… https://t.co/3wGn5dDIBB","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1248605331057299456"
"Our @ECAatState alumni never cease to amaze me! Great job getting this important information out about #COVID19, Bo… https://t.co/3wGn5dDIBB","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1248605331057299456"
"Our @ECAatState programs have ripple effects across borders and generations. Thank you Sateesh for sharing the cult… https://t.co/WxOXv6B7Fz","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1257407843898138624"
"Our @ECAatState programs have ripple effects across borders and generations. Thank you Sateesh for sharing the cult… https://t.co/WxOXv6B7Fz","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1257407843898138624"
"Our embassy in Tokyo stands ready to provide consular assistance to any U.S. citizens who may have been affected. T… https://t.co/JXlPMa85qF","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1008847010483654656"
"Our embassy in Tokyo stands ready to provide consular assistance to any U.S. citizens who may have been affected. T… https://t.co/JXlPMa85qF","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1008847010483654656"
"Our #ExchangeAlumni are making a difference for the heroes fighting #COVID19 in the Philippines. Amazing job. https://t.co/nYMWGUTlKs","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1247921968025948161"
"Our #ExchangeAlumni are making a difference for the heroes fighting #COVID19 in the Philippines. Amazing job. https://t.co/nYMWGUTlKs","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1247921968025948161"
"Our Exchange Alumni around the world have shown great courage and leadership. The @StateDept family is so proud of… https://t.co/eyCO249max","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1259834672705671168"
"Our Exchange Alumni around the world have shown great courage and leadership. The @StateDept family is so proud of… https://t.co/eyCO249max","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1259834672705671168"
"Our #ExchangeAlumni demonstrate such drive and initiative as they mobilize in their communities to respond to COVID… https://t.co/vGYIkqRHdg","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1263167509404045318"
"Our #ExchangeAlumni demonstrate such drive and initiative as they mobilize in their communities to respond to COVID… https://t.co/vGYIkqRHdg","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1263167509404045318"
"Our expectations are realistic, our language diplomatic, but our determination in support of equality is absolute. @JohnKerry #Pride2016","http://web.archive.org/*/https://twitter.com/statedeptspox/status/745336261221683200"
"Our expectations are realistic, our language diplomatic, but our determination in support of equality is absolute. @JohnKerry #Pride2016","http://web.archive.org/*/http://twitter.com/statedeptspox/status/745336261221683200"
"Our German allies are standing strong against international terrorists by banning Hizballah, further limiting this… https://t.co/j3I3swzcKZ","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1255915711601479680"
"Our German allies are standing strong against international terrorists by banning Hizballah, further limiting this… https://t.co/j3I3swzcKZ","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1255915711601479680"
"Our hearts and prayers are with brave #Alfie Evans, his family and friends.  We understand the last few months have… https://t.co/3tOtSb1nA1","http://web.archive.org/*/https://twitter.com/statedeptspox/status/989640114551783424"
"Our hearts and prayers are with brave #Alfie Evans, his family and friends.  We understand the last few months have… https://t.co/3tOtSb1nA1","http://web.archive.org/*/http://twitter.com/statedeptspox/status/989640114551783424"
"Our hearts go out to the loved ones of the three brave Americans who died fighting the #AustraliaFires. We thank Au… https://t.co/0ervZUMh0q","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1220677171875917825"
"Our hearts go out to the loved ones of the three brave Americans who died fighting the #AustraliaFires. We thank Au… https://t.co/0ervZUMh0q","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1220677171875917825"
"Our hearts go out to the people of #Japan for recent tragedies, the 6.7-magnitude earthquake in #Hokkaido and typho… https://t.co/pmPTDUbfHt","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1037817338807111680"
"Our hearts go out to the people of #Japan for recent tragedies, the 6.7-magnitude earthquake in #Hokkaido and typho… https://t.co/pmPTDUbfHt","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1037817338807111680"
"Our #HeroesofUSDiplomacy initiative this month remembers U.S. diplomats who helped more than 100,000 U.S. citizens… https://t.co/4vLZtcuc3r","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1190078391388643328"
"Our #HeroesofUSDiplomacy initiative this month remembers U.S. diplomats who helped more than 100,000 U.S. citizens… https://t.co/4vLZtcuc3r","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1190078391388643328"
"“Our mission is to reassert our sovereignty to reform the liberal international order &amp; we want our friends to help… https://t.co/kv0y73sSvL","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1069900291238068224"
"“Our mission is to reassert our sovereignty to reform the liberal international order &amp; we want our friends to help… https://t.co/kv0y73sSvL","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1069900291238068224"
"Our prayers are with those affected by #HurricaneFlorence. Thank you to the first responders helping those in the t… https://t.co/6UkjC8iyrx","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1040748710110683136"
"Our prayers are with those affected by #HurricaneFlorence. Thank you to the first responders helping those in the t… https://t.co/6UkjC8iyrx","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1040748710110683136"
"Our response, in coordination with our allies, #France and the #UnitedKingdom, integrates all elements of are our n… https://t.co/qzovZsX3zP","http://web.archive.org/*/https://twitter.com/statedeptspox/status/984973810880405505"
"Our response, in coordination with our allies, #France and the #UnitedKingdom, integrates all elements of are our n… https://t.co/qzovZsX3zP","http://web.archive.org/*/http://twitter.com/statedeptspox/status/984973810880405505"
"Our shared task is to find a way to use the tools of diplomacy to help make that happen. (2 of 2) - @JohnKerry at #UNSC on #Syria","http://web.archive.org/*/https://twitter.com/statedeptspox/status/778619496047271936"
"Our shared task is to find a way to use the tools of diplomacy to help make that happen. (2 of 2) - @JohnKerry at #UNSC on #Syria","http://web.archive.org/*/http://twitter.com/statedeptspox/status/778619496047271936"
"Our @StateDept consular officers and the entire embassy team are doing important work overseas during the #COVID19… https://t.co/yrJxeN4PFH","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1248267838323859457"
"Our @StateDept consular officers and the entire embassy team are doing important work overseas during the #COVID19… https://t.co/yrJxeN4PFH","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1248267838323859457"
"Our @StateDept #ExchangeAlumni are saving lives and helping the fight against #COVID19 in their home communities al… https://t.co/foAmduR01l","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1249702045373935617"
"Our @StateDept #ExchangeAlumni are saving lives and helping the fight against #COVID19 in their home communities al… https://t.co/foAmduR01l","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1249702045373935617"
"Our @StateDept team around the world continues to do its part to #StoptheSpread. #WeAreInThisTogether. https://t.co/jzaGsKAz75","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1252704222400872450"
"Our @StateDept team around the world continues to do its part to #StoptheSpread. #WeAreInThisTogether. https://t.co/jzaGsKAz75","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1252704222400872450"
"Our @StateDept team is doing its part to flatten the curve while still ensuring the needs of American citizens are… https://t.co/GFNYd6ZcsM","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1246116034026844160"
"Our @StateDept team is doing its part to flatten the curve while still ensuring the needs of American citizens are… https://t.co/GFNYd6ZcsM","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1246116034026844160"
"Our @StateDept, U.S. Government, and private-sector partners are working to bring #AmericansHome from all over the… https://t.co/4xVgdUBZeb","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1242466779487592448"
"Our @StateDept, U.S. Government, and private-sector partners are working to bring #AmericansHome from all over the… https://t.co/4xVgdUBZeb","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1242466779487592448"
"Our stop in #Panama was way too short.  What a beautiful country &amp; incredible charming architecture, including here… https://t.co/r2rXohhu5S","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1053087572707004416"
"Our stop in #Panama was way too short.  What a beautiful country &amp; incredible charming architecture, including here… https://t.co/r2rXohhu5S","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1053087572707004416"
"Our #Syria strategy has not changed, but the Syrian regime’s actions have forced us to take action. Chemical weapon… https://t.co/DwS6XhlnsM","http://web.archive.org/*/https://twitter.com/statedeptspox/status/985185673434091521"
"Our #Syria strategy has not changed, but the Syrian regime’s actions have forced us to take action. Chemical weapon… https://t.co/DwS6XhlnsM","http://web.archive.org/*/http://twitter.com/statedeptspox/status/985185673434091521"
"Our talented team at @USCGLahore is translating vital @CDCgov information for #Urdu speakers in #Pakistan. Informed… https://t.co/W3bVkOjEkd","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1246181608744464385"
"Our talented team at @USCGLahore is translating vital @CDCgov information for #Urdu speakers in #Pakistan. Informed… https://t.co/W3bVkOjEkd","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1246181608744464385"
"Our team has shown unwavering professionalism in the face of the COVID19 challenge and will continue to support our… https://t.co/vXm9rO0Lbv","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1258912338142539778"
"Our team has shown unwavering professionalism in the face of the COVID19 challenge and will continue to support our… https://t.co/vXm9rO0Lbv","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1258912338142539778"
"Our thoughts are with people of #Chile tonight in the wake of powerful earthquake off northern coast. US stands ready to assist as needed.","http://web.archive.org/*/https://twitter.com/statedeptspox/status/644328180527050752"
"Our thoughts are with people of #Chile tonight in the wake of powerful earthquake off northern coast. US stands ready to assist as needed.","http://web.archive.org/*/http://twitter.com/statedeptspox/status/644328180527050752"
"Our thoughts are with those affected by the explosion in #Lyon, France. We pray for a speedy recovery for those inj… https://t.co/4cgdseRgif","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1132103697763377153"
"Our thoughts are with those affected by the explosion in #Lyon, France. We pray for a speedy recovery for those inj… https://t.co/4cgdseRgif","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1132103697763377153"
"Our top priority is the safety and security of U.S. citizens. @USCGAlmaty shares great information for travelers in… https://t.co/f59YGD6dEg","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1255878919007412224"
"Our top priority is the safety and security of U.S. citizens. @USCGAlmaty shares great information for travelers in… https://t.co/f59YGD6dEg","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1255878919007412224"
"Our top priority is the safety and security of U.S. citizens. @USCGAlmaty shares great information for travelers in… https://t.co/qreBct6rr0","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1255877800436862976"
"Our top priority is the safety and security of U.S. citizens. @USCGAlmaty shares great information for travelers in… https://t.co/qreBct6rr0","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1255877800436862976"
"Our @TravelGov Consular Affairs team around the world is working hard to get #AmericansHome. So far, we have brough… https://t.co/gqWtbIfKr8","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1242559299840286720"
"Our @TravelGov Consular Affairs team around the world is working hard to get #AmericansHome. So far, we have brough… https://t.co/gqWtbIfKr8","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1242559299840286720"
"Our ultimate goal is for peace in the Middle East. When the process is left up to international bodies like the @UN… https://t.co/Bpa6qMeXIj","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1197589401083232256"
"Our ultimate goal is for peace in the Middle East. When the process is left up to international bodies like the @UN… https://t.co/Bpa6qMeXIj","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1197589401083232256"
"Our @USEMBASSYPERU team has gone to great lengths to get #AmericansHome. In this case we worked closely with the Pe… https://t.co/dYUg9YzQ3g","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1246132225596444673"
"Our @USEMBASSYPERU team has gone to great lengths to get #AmericansHome. In this case we worked closely with the Pe… https://t.co/dYUg9YzQ3g","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1246132225596444673"
"Our visa restrictions on PRC officials responsible for undermining Hong Kong’s autonomy will target those behind this legislation.","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1278123461282598914"
"Our visa restrictions on PRC officials responsible for undermining Hong Kong’s autonomy will target those behind this legislation.","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1278123461282598914"
"Out of an abundance of caution, the United States has decided to host the upcoming #G7 ministerial virtually by vid… https://t.co/4pRyn93c89","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1237769561996439553"
"Out of an abundance of caution, the United States has decided to host the upcoming #G7 ministerial virtually by vid… https://t.co/4pRyn93c89","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1237769561996439553"
"Outrageous to see another #humanrights abuser like #Maduro voted onto @UN_HRC. The Human Rights Council should spea… https://t.co/nHu4cX8H2o","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1184940234963931137"
"Outrageous to see another #humanrights abuser like #Maduro voted onto @UN_HRC. The Human Rights Council should spea… https://t.co/nHu4cX8H2o","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1184940234963931137"
"Outstanding news from @PEPFAR! We are seeing remarkable progress in expanding access to life-saving HIV services, p… https://t.co/I3Tx3dhYbs","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1281620338372153347"
"Outstanding news from @PEPFAR! We are seeing remarkable progress in expanding access to life-saving HIV services, p… https://t.co/I3Tx3dhYbs","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1281620338372153347"
"Over 2000 years ago, Cyrus the Great promoted religious tolerance in Persia. Today, on Cyrus Day, the Iranian regim… https://t.co/kMooQXHLhY","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1057024223544254469"
"Over 2000 years ago, Cyrus the Great promoted religious tolerance in Persia. Today, on Cyrus Day, the Iranian regim… https://t.co/kMooQXHLhY","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1057024223544254469"
"Over nine months, @StateDeptDSS special agents at @USEmbassyPH located and apprehended 11 U.S. fugitives wanted for… https://t.co/ATeNLSZcWp","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1139597247832887296"
"Over nine months, @StateDeptDSS special agents at @USEmbassyPH located and apprehended 11 U.S. fugitives wanted for… https://t.co/ATeNLSZcWp","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1139597247832887296"
"Over the last year, we’ve seen hundreds unjustly imprisoned and mourned the murdered in #Venezuela – Captain Acosta… https://t.co/XG8LjOlquQ","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1204445725079285761"
"Over the last year, we’ve seen hundreds unjustly imprisoned and mourned the murdered in #Venezuela – Captain Acosta… https://t.co/XG8LjOlquQ","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1204445725079285761"
"PDAS Elisabeth Millard met Wednesday with the Co-Chairs of the OSCE Minsk Group and the Personal Representative of… https://t.co/OZGNbNYghT","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1068249791182848000"
"PDAS Elisabeth Millard met Wednesday with the Co-Chairs of the OSCE Minsk Group and the Personal Representative of… https://t.co/OZGNbNYghT","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1068249791182848000"
"People should be free to choose, to change, to practice their faith &amp; speak about &amp; teach their faith without fear of intimidation","http://web.archive.org/*/https://twitter.com/statedeptspox/status/725111699997601792"
"People should be free to choose, to change, to practice their faith &amp; speak about &amp; teach their faith without fear of intimidation","http://web.archive.org/*/http://twitter.com/statedeptspox/status/725111699997601792"
"Plans by Russian proxies to flood the abandoned YunKom coal mine – site of #Soviet nuclear test in ’79 – could thre… https://t.co/wZJGsOX0p0","http://web.archive.org/*/https://twitter.com/statedeptspox/status/984911019813240833"
"Plans by Russian proxies to flood the abandoned YunKom coal mine – site of #Soviet nuclear test in ’79 – could thre… https://t.co/wZJGsOX0p0","http://web.archive.org/*/http://twitter.com/statedeptspox/status/984911019813240833"
"Pleased to announce that @IvankaTrump &amp; @Mastercard CEO Ajay Banga will lead the closing session at #GES2019 in the… https://t.co/ySYGOS9X5k","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1131992132577898496"
"Pleased to announce that @IvankaTrump &amp; @Mastercard CEO Ajay Banga will lead the closing session at #GES2019 in the… https://t.co/ySYGOS9X5k","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1131992132577898496"
"Pleased to announce the U.S. and #Gabon have assumed the co-secretariat of the Friends of Gulf of Guinea. We look f… https://t.co/J0xOheRbPZ","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1235393640748310533"
"Pleased to announce the U.S. and #Gabon have assumed the co-secretariat of the Friends of Gulf of Guinea. We look f… https://t.co/J0xOheRbPZ","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1235393640748310533"
"Pleased to announce @VP will deliver remarks @StateDept's first-ever Ministerial to Advance Religious Freedom on Ju… https://t.co/yUpEQdTZFj","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1020003532378968066"
"Pleased to announce @VP will deliver remarks @StateDept's first-ever Ministerial to Advance Religious Freedom on Ju… https://t.co/yUpEQdTZFj","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1020003532378968066"
"Pleased to join guests at @gmfus today in #Brussels","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1069895164108230656"
"Pleased to join guests at @gmfus today in #Brussels","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1069895164108230656"
"Pleased to meet @DrMFaisal⁩ my spokesperson counterpart in Pakistan 🇵🇰🇺🇸 Thank you for hosting us! @statedept https://t.co/UveZCWP5LL","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1037288956172414981"
"Pleased to meet @DrMFaisal⁩ my spokesperson counterpart in Pakistan 🇵🇰🇺🇸 Thank you for hosting us! @statedept https://t.co/UveZCWP5LL","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1037288956172414981"
"Please join me and @SecPompeo today in saying a prayer according to your tradition or taking a moment to meditate.… https://t.co/DDqQtVNKkl","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1258460372299898883"
"Please join me and @SecPompeo today in saying a prayer according to your tradition or taking a moment to meditate.… https://t.co/DDqQtVNKkl","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1258460372299898883"
"Pleasure kicking off the new year with journalists from around the world at the @ForeignPressCtr. For more than 50… https://t.co/ixxwg6DPJX","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1217223267104313344"
"Pleasure kicking off the new year with journalists from around the world at the @ForeignPressCtr. For more than 50… https://t.co/ixxwg6DPJX","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1217223267104313344"
"Political Directors of the Global @Coalition to Defeat #ISIS met virtually to reaffirm our commitment to continue t… https://t.co/XcVnUckpFY","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1250892207231557632"
"Political Directors of the Global @Coalition to Defeat #ISIS met virtually to reaffirm our commitment to continue t… https://t.co/XcVnUckpFY","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1250892207231557632"
".@potus &amp; ⁦@SecPompeo⁩ land in #Singapore at Paya Lebar Airbase https://t.co/oFGmOKjeUb","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1005789150107328512"
".@potus &amp; ⁦@SecPompeo⁩ land in #Singapore at Paya Lebar Airbase https://t.co/oFGmOKjeUb","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1005789150107328512"
".⁦@Potus and ⁦@SecPompeo⁩ pull up to #Capella to start the #Singaporesummit ⁦@StateDept⁩ https://t.co/DU1xIhQZGK","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1006341410382073868"
".⁦@Potus and ⁦@SecPompeo⁩ pull up to #Capella to start the #Singaporesummit ⁦@StateDept⁩ https://t.co/DU1xIhQZGK","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1006341410382073868"
".@potus at #USMCA “with our signatures today we’ll replace nafta with usmca a modern agreement.” For farmers it’s a… https://t.co/CaICHrf8mX","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1068482175501299712"
".@potus at #USMCA “with our signatures today we’ll replace nafta with usmca a modern agreement.” For farmers it’s a… https://t.co/CaICHrf8mX","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1068482175501299712"
".@POTUS authorized approx $6.6 mil for continuation of vital, life-saving operations of @SyriaCivilDef… https://t.co/wHhpFU34Nr","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1007271491669577729"
".@POTUS authorized approx $6.6 mil for continuation of vital, life-saving operations of @SyriaCivilDef… https://t.co/wHhpFU34Nr","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1007271491669577729"
"@POTUS has laid out 3 clear goals: Defeat &amp; dismantle Daesh, intensify diplomatic effort to end Syrian civil war &amp; support allies in region.","http://web.archive.org/*/https://twitter.com/statedeptspox/status/664891677103009793"
"@POTUS has laid out 3 clear goals: Defeat &amp; dismantle Daesh, intensify diplomatic effort to end Syrian civil war &amp; support allies in region.","http://web.archive.org/*/http://twitter.com/statedeptspox/status/664891677103009793"
".@POTUS issued a Presidential Memo outlining bold actions to address int'l postal practices that undermine U.S. eco… https://t.co/Yz0vOwtYQY","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1033026657622351872"
".@POTUS issued a Presidential Memo outlining bold actions to address int'l postal practices that undermine U.S. eco… https://t.co/Yz0vOwtYQY","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1033026657622351872"
".@potus speaks to press in #NYC ⁩ https://t.co/DICEmThvNx","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1045059215419736067"
".@potus speaks to press in #NYC ⁩ https://t.co/DICEmThvNx","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1045059215419736067"
".⁦@POTUS⁩ speaks to #UNGeneralAssembly Proud to be here! ⁦@StateDept⁩ https://t.co/gRLE6yzGk3","http://web.archive.org/*/https://twitter.com/statedeptspox/status/1044597872321269762"
".⁦@POTUS⁩ speaks to #UNGeneralAssembly Proud to be here! ⁦@StateDept⁩ https://t.co/gRLE6yzGk3","http://web.archive.org/*/http://twitter.com/statedeptspox/status/1044597872321269762"
".@POTUS stopped by the Chief of Missions Conf to thank @JohnKerry &amp; Ambassadors for their hard work &amp; diplomacy. https://t.co/GvgnFgpljN","http://web.archive.org/*/https://twitter.com/statedeptspox/status/709462328396292096"
